numero_linha,nome_arquivo,tipo_documento,caminho_campo,nome_prisma,tabela_prisma,confianca_mapeamento,observacao_mapeamento,chave_json,valor_extraido,preenchido
1828,INVOICE77.pdf,INVOICE,document.originCountry,,,,,originCountry,China,sim
1829,INVOICE77.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,Hong Kong,sim
1830,INVOICE77.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,Hong Kong,sim
1831,INVOICE77.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1832,INVOICE77.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,"LUEN TAI P.C.B. FACTORY CO., LTD.",sim
1833,INVOICE77.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Uint 5, 21/F., Midas Plaza, No.1 Tai Yau Street, San Po Kong, Kowloon",sim
1834,INVOICE77.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Hong Kong,sim
1835,INVOICE77.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
1836,INVOICE77.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Kowloon,sim
1837,INVOICE77.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,,nao
1838,INVOICE77.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,,nao
1839,INVOICE77.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
1840,INVOICE77.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
1841,INVOICE77.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,Intelbras S/A -Indústria de Telecomunicação Eletrônica Brasileira,sim
1842,INVOICE77.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,"Av. Tefé, 3105 - Bairro Japiim Zip code: 69078000 Manaus, AM",sim
1843,INVOICE77.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,Brazil,sim
1844,INVOICE77.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,AM,sim
1845,INVOICE77.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,Manaus,sim
1846,INVOICE77.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,69078000,sim
1847,INVOICE77.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,82.901.000/0015-22,sim
1848,INVOICE77.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
1849,INVOICE77.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
1850,INVOICE77.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
1851,INVOICE77.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
1852,INVOICE77.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
1853,INVOICE77.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
1854,INVOICE77.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
1855,INVOICE77.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
1856,INVOICE77.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
1857,INVOICE77.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
1858,INVOICE77.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
1859,INVOICE77.pdf,INVOICE,shipment.costs.freight,,,,,freight,AS PER AWB/HBL,sim
1860,INVOICE77.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
1861,INVOICE77.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
1862,INVOICE77.pdf,INVOICE,payment.method,,,,,method,,nao
1863,INVOICE77.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,T / T 90 days from BL / AWB,sim
1864,INVOICE77.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,,nao
1865,INVOICE77.pdf,INVOICE,bankingDetails.iban,,,,,iban,,nao
1866,INVOICE77.pdf,INVOICE,bankingDetails.swift,,,,,swift,,nao
1867,INVOICE77.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
1868,INVOICE77.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
1869,INVOICE77.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
1870,INVOICE77.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,,nao
1871,INVOICE77.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,177.470,sim
1872,INVOICE77.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,153.670,sim
1873,INVOICE77.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Kgs,sim
1874,INVOICE77.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
1875,INVOICE77.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,,nao
1876,INVOICE77.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,23,sim
1877,INVOICE77.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,USD,sim
1878,INVOICE77.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
1879,INVOICE77.pdf,INVOICE,items_quantity,,,,,items_quantity,1,sim
1880,INVOICE77.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,1600.00,sim
1881,INVOICE77.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
1882,INVOICE77.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
1883,INVOICE77.pdf,INVOICE,observations,,,,,observations,MEASUREMENT : 120*80*45cm(1),sim
1884,INVOICE77.pdf,INVOICE,isSigned,,,,,isSigned,true,sim
1885,INVOICE77.pdf,INVOICE,additionalFields.Total de Paletes,,,,,Total de Paletes,1,sim
1886,INVOICE77.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,PCI FN OSP 1L PORTEIRO IPR1010MI 4610135/5,sim
1887,INVOICE77.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
1888,INVOICE77.pdf,INVOICE,items[].weights.unit,,,,,unit,Kgs,sim
1889,INVOICE77.pdf,INVOICE,items[].weights.net,,,,,net,153.67,sim
1890,INVOICE77.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
1891,INVOICE77.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
1892,INVOICE77.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
1893,INVOICE77.pdf,INVOICE,items[].volume.size,,,,,size,,nao
1894,INVOICE77.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
1895,INVOICE77.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,1080936,sim
1896,INVOICE77.pdf,INVOICE,items[].poNumber,,,,,poNumber,682.446,sim
1897,INVOICE77.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,10000,sim
1898,INVOICE77.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,USD,sim
1899,INVOICE77.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,0.16,sim
1900,INVOICE77.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,1600.00,sim
1901,INVOICE77.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
1902,INVOICE77.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
1903,INVOICE77.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
1904,INVOICE77.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
1905,Invoice-A443FF43-0011.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,A443FF43-0011,sim
1906,Invoice-A443FF43-0011.pdf,INVOICE,document.documentType,,,,,documentType,Invoice,sim
1907,Invoice-A443FF43-0011.pdf,INVOICE,document.documentDate,,,,,documentDate,2026-03-22,sim
1908,Invoice-A443FF43-0011.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,,nao
1909,Invoice-A443FF43-0011.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,,nao
1910,Invoice-A443FF43-0011.pdf,INVOICE,document.originCountry,,,,,originCountry,,nao
1911,Invoice-A443FF43-0011.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
1912,Invoice-A443FF43-0011.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
1913,Invoice-A443FF43-0011.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1914,Invoice-A443FF43-0011.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,"Anthropic, PBC",sim
1915,Invoice-A443FF43-0011.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"548 Market Street PMB 90375 San Francisco, California 94104",sim
1916,Invoice-A443FF43-0011.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,United States,sim
1917,Invoice-A443FF43-0011.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,California,sim
1918,Invoice-A443FF43-0011.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,San Francisco,sim
1919,Invoice-A443FF43-0011.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,94104,sim
1920,Invoice-A443FF43-0011.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,,nao
1921,Invoice-A443FF43-0011.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
1922,Invoice-A443FF43-0011.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,support@anthropic.com,sim
1923,Invoice-A443FF43-0011.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,dmmltda@gmail.com's Organization,sim
1924,Invoice-A443FF43-0011.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,Rua dos Araças 33 Florianópolis-Santa Catarina 88062292,sim
1925,Invoice-A443FF43-0011.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,Brazil,sim
1926,Invoice-A443FF43-0011.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,Santa Catarina,sim
1927,Invoice-A443FF43-0011.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,Florianópolis,sim
1928,Invoice-A443FF43-0011.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,88062292,sim
1929,Invoice-A443FF43-0011.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,,nao
1930,Invoice-A443FF43-0011.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
1931,Invoice-A443FF43-0011.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,dmmltda@gmail.com,sim
1932,Invoice-A443FF43-0011.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
1933,Invoice-A443FF43-0011.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
1934,Invoice-A443FF43-0011.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
1935,Invoice-A443FF43-0011.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
1936,Invoice-A443FF43-0011.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
1937,Invoice-A443FF43-0011.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
1938,Invoice-A443FF43-0011.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
1939,Invoice-A443FF43-0011.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
1940,Invoice-A443FF43-0011.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
1941,Invoice-A443FF43-0011.pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
1942,Invoice-A443FF43-0011.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
1943,Invoice-A443FF43-0011.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
1944,Invoice-A443FF43-0011.pdf,INVOICE,payment.method,,,,,method,,nao
1945,Invoice-A443FF43-0011.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,,nao
1946,Invoice-A443FF43-0011.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,,nao
1947,Invoice-A443FF43-0011.pdf,INVOICE,bankingDetails.iban,,,,,iban,,nao
1948,Invoice-A443FF43-0011.pdf,INVOICE,bankingDetails.swift,,,,,swift,,nao
1949,Invoice-A443FF43-0011.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
1950,Invoice-A443FF43-0011.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
1951,Invoice-A443FF43-0011.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
1952,Invoice-A443FF43-0011.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,,nao
1953,Invoice-A443FF43-0011.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,,nao
1954,Invoice-A443FF43-0011.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,,nao
1955,Invoice-A443FF43-0011.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,,nao
1956,Invoice-A443FF43-0011.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
1957,Invoice-A443FF43-0011.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,,nao
1958,Invoice-A443FF43-0011.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,,nao
1959,Invoice-A443FF43-0011.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,BRL,sim
1960,Invoice-A443FF43-0011.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
1961,Invoice-A443FF43-0011.pdf,INVOICE,items_quantity,,,,,items_quantity,2,sim
1962,Invoice-A443FF43-0011.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,696.43,sim
1963,Invoice-A443FF43-0011.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
1964,Invoice-A443FF43-0011.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
1965,Invoice-A443FF43-0011.pdf,INVOICE,observations,,,,,observations,"While we prefer electronic payment methods, any checks must be sent to the address below, NOT to our San Francisco office. | PAYMENT ADDRESS: Anthropic, PBC P.O. Box 104477 Pasadena, CA 91189-4477",sim
1966,Invoice-A443FF43-0011.pdf,INVOICE,isSigned,,,,,isSigned,false,sim
1967,Invoice-A443FF43-0011.pdf,INVOICE,additionalFields.Data de Vencimento,,,,,Data de Vencimento,2026-03-22,sim
1968,Invoice-A443FF43-0011.pdf,INVOICE,additionalFields.Subtotal,,,,,Subtotal,696.43,sim
1969,Invoice-A443FF43-0011.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,"Max plan - 20x Mar 22–Apr 22, 2026",sim
1970,Invoice-A443FF43-0011.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
1971,Invoice-A443FF43-0011.pdf,INVOICE,items[].weights.unit,,,,,unit,,nao
1972,Invoice-A443FF43-0011.pdf,INVOICE,items[].weights.net,,,,,net,,nao
1973,Invoice-A443FF43-0011.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
1974,Invoice-A443FF43-0011.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
1975,Invoice-A443FF43-0011.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
1976,Invoice-A443FF43-0011.pdf,INVOICE,items[].volume.size,,,,,size,,nao
1977,Invoice-A443FF43-0011.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
1978,Invoice-A443FF43-0011.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,,nao
1979,Invoice-A443FF43-0011.pdf,INVOICE,items[].poNumber,,,,,poNumber,,nao
1980,Invoice-A443FF43-0011.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,1,sim
1981,Invoice-A443FF43-0011.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,BRL,sim
1982,Invoice-A443FF43-0011.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,1100.00,sim
1983,Invoice-A443FF43-0011.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,1100.00,sim
1984,Invoice-A443FF43-0011.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
1985,Invoice-A443FF43-0011.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
1986,Invoice-A443FF43-0011.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
1987,Invoice-A443FF43-0011.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
1988,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,88788,sim
1989,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.documentType,,,,,documentType,COMMERCIAL INVOICE,sim
1990,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.documentDate,,,,,documentDate,2023-09-27,sim
1991,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,FOB,sim
1992,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,SHANGHAI,sim
1993,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.originCountry,,,,,originCountry,,nao
1994,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
1995,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
1996,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1997,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,"TAIZHOU OUNIC IMPORT & EXPORT CO., LTD.",sim
1998,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"3 FLOOR,4 BUILDING,NO.2880,DEVELOPMENT AVENUE, SANJIA STREET, TAIZHOU BAY NEW DISTRICT,TAIZHOU CITY, ZHEJIANG PROVINCE",sim
1999,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,CHINA,sim
2000,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,ZHEJIANG PROVINCE,sim
2001,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,TAIZHOU CITY,sim
2002,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,,nao
2003,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,,nao
2004,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
2005,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
2006,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,MENEGOTTI INDUSTRIAS METALURGICAS LTDA.,sim
2007,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,"R JOSE THEODORO RIBEIRO, 2399, GALPAO01 - ILHA DA FIGUEIRA",sim
2008,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRASIL,sim
2009,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,SC,sim
2010,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,JARAGUA DO SUL,sim
2011,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,CEP 89258-468,sim
2012,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,CNPJ 84.431.154/0006-32,sim
2013,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
2014,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
2015,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
2016,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
2017,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
2018,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
2019,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
2020,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
2021,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,"SHANGHAI,CHINA",sim
2022,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
2023,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,"NAVEGANTES, BRAZIL",sim
2024,Invoice excel para PDF dRZkfypVUmQx9Agjq1u2cpZTnOAaxEhHvqB55Apq (2).pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
